Time	Lead II
14.26	-0.0100959
14.27	0.0248101
14.28	0.0323025
14.29	0.0225687
14.3	0.0487317
14.31	-0.00207741
14.32	-0.000304949
14.33	-0.0385936
14.34	-0.0769089
14.35	-0.0602256
14.36	-0.101868
14.37	-0.0804342
14.38	-0.0818725
14.39	-0.0908707
14.4	-0.064686
14.41	-0.102197
14.42	-0.0352373
14.43	0.0996772
14.44	0.303268
14.45	0.400332
14.46	0.183546
14.47	-0.0150868
14.48	-0.128761
14.49	-0.133999
14.5	-0.0753693
14.51	-0.0859624
14.52	-0.0363822
14.53	-0.0392672
14.54	-0.0506681
14.55	-0.0192609
14.56	-0.0468987
14.57	-0.0163494
14.58	-0.0315417
14.59	-0.0324131
14.6	0.00888288
14.61	-0.0204922
14.62	0.00803094
14.63	0.00582915
14.64	0.0192218
14.65	0.0574028
14.66	0.0370219
14.67	0.0901809
14.68	0.0891135
14.69	0.0985939
14.7	0.141466
14.71	0.108989
14.72	0.122246
14.73	0.0920068
14.74	0.0552924
14.75	0.0422661
14.76	-0.020406
14.77	-0.000955423
14.78	-0.0133269
14.79	-0.0290349
14.8	-0.0204884
14.81	-0.0557174
14.82	-0.0317481
14.83	-0.0422116
14.84	-0.0389152
14.85	-0.011956
14.86	-0.00266725
14.87	0.0224393
14.88	-0.00467631
14.89	-0.0373518
14.9	-0.0092495
14.91	-0.0418843
14.92	-0.0190368
14.93	-0.0220602
14.94	-0.040276
14.95	-0.0165492
14.96	-0.0503473
14.97	-0.0291391
14.98	-0.0411581
14.99	-0.0534533
15	-0.0251476
15.01	-0.0634435
15.02	-0.037999
15.03	-0.0489893
15.04	-0.0656386
15.05	-0.0342632
15.06	-0.0709908
15.07	-0.0446833
15.08	-0.0448551
15.09	-0.0552808
15.1	-0.0334327
15.11	-0.0764754
15.12	-0.0523145
15.13	-0.058647
15.14	-0.065224
15.15	-0.0238677
15.16	-0.0369894
15.17	0.00673471
15.18	0.0141239
15.19	0.0147891
15.2	0.0506592
15.21	0.00797907
15.22	0.0113778
15.23	-0.0154242
15.24	-0.0458685
15.25	-0.0448115
15.26	-0.101592
15.27	-0.0807752
15.28	-0.0908176
15.29	-0.0971579
15.3	-0.0685707
15.31	-0.0981989
15.32	-0.0547702
15.33	0.0255406
15.34	0.206353
15.35	0.387972
15.36	0.264222
15.37	0.0478369
15.38	-0.129373
15.39	-0.164344
15.4	-0.10076
15.41	-0.105488
15.42	-0.0648769
15.43	-0.07017
15.44	-0.0808031
15.45	-0.0605216
15.46	-0.09237
15.47	-0.0598397
15.48	-0.0610579
15.49	-0.065416
15.5	-0.0436867
15.51	-0.0799055
15.52	-0.0475337
15.53	-0.0572869
15.54	-0.0563745
15.55	-0.0211655
15.56	-0.037508
15.57	0.0120697
15.58	0.0174071
15.59	0.0252429
15.6	0.0516789
15.61	0.0149459
15.62	0.04491
15.63	0.0201913
15.64	-0.0121255
15.65	-0.0192409
15.66	-0.0849113
15.67	-0.086503
15.68	-0.123379
15.69	-0.139789
15.7	-0.155859
15.71	-0.192602
15.72	-0.149769
15.73	-0.144199
15.74	-0.161568
15.75	-0.133927
15.76	-0.166277
15.77	-0.131519
15.78	-0.131392
15.79	-0.151005
15.8	-0.126305
15.81	-0.164808
15.82	-0.142646
15.83	-0.148176
15.84	-0.16657
15.85	-0.133796
15.86	-0.155682
15.87	-0.124191
15.88	-0.125044
15.89	-0.128479
15.9	-0.088295
15.91	-0.110797
15.92	-0.0779387
15.93	-0.0707359
15.94	-0.0671094
15.95	-0.0324218
15.96	-0.0696581
15.97	-0.0444899
15.98	-0.0460122
15.99	-0.0484926
16	-0.0156209
16.01	-0.0494828
16.02	-0.0145699
16.03	-0.0168635
16.04	-0.0313849
16.05	0.00311704
16.06	-0.0118275
16.07	0.0344494
16.08	0.0400759
16.09	0.0432436
16.1	0.0909816
16.11	0.0721658
16.12	0.0866943
16.13	0.0531169
16.14	0.0155754
16.15	0.0165272
16.16	-0.031235
16.17	-0.0174308
16.18	-0.0370472
16.19	-0.0431653
16.2	-0.0189775
16.21	-0.0574245
16.22	-0.0328993
16.23	-0.0184193
16.24	0.0865233
16.25	0.323399
16.26	0.413891
16.27	0.310392
16.28	0.0535893
16.29	-0.0984722
16.3	-0.0842918
16.31	-0.0797858
16.32	-0.0164398
16.33	-0.0218015
16.34	-0.032675
16.35	-0.010445
16.36	-0.043406
16.37	-0.00389818
16.38	-0.00890835
16.39	-0.0109725
16.4	0.014014
16.41	-0.0201681
16.42	0.0105456
16.43	0.0041636
16.44	0.00412852
16.45	0.0419113
16.46	0.0197385
16.47	0.0643965
16.48	0.0737487
16.49	0.0908647
16.5	0.127537
16.51	0.101478
16.52	0.142152
16.53	0.122971
16.54	0.0988029
16.55	0.0984284
16.56	0.0917368
16.57	0.0970569
16.58	0.0377985
16.59	-0.0179545
16.6	-0.00256926
16.61	-0.0382812
16.62	-0.0149782
16.63	-0.0153905
16.64	-0.0297036
16.65	-0.00103653
16.66	-0.0323598
16.67	8.00045e-05
16.68	-0.00748585
16.69	-0.0224462
16.7	0.0129275
16.71	-0.0118206
16.72	0.019434
16.73	0.0111726
16.74	-0.00729489
16.75	0.0233801
16.76	-0.0124119
16.77	0.0116966
16.78	0.00693363
16.79	-0.000460837
16.8	0.0246331
16.81	-0.00601502
16.82	0.0295885
16.83	0.0216247
16.84	0.0094197
16.85	0.0388973
16.86	0.00541732
16.87	0.0403683
16.88	0.0367931
16.89	0.0235754
16.9	0.0519214
16.91	0.0291246
16.92	0.0697169
16.93	0.0689763
16.94	0.0646978
16.95	0.110491
16.96	0.0965355
16.97	0.131654
16.98	0.107814
16.99	0.0725491
17	0.0694721
17.01	0.00498646
17.02	0.00651356
17.03	-0.0209866
17.04	-0.0437151
17.05	-0.0216387
17.06	-0.0510121
17.07	-0.0342139
17.08	-0.0602727
17.09	-0.0264548
17.1	0.138687
17.11	0.326097
17.12	0.435715
17.13	0.248743
17.14	-0.00588945
17.15	-0.113761
17.16	-0.154193
17.17	-0.0827605
17.18	-0.0725231
17.19	-0.0793328
17.2	-0.0585902
17.21	-0.0816725
17.22	-0.0492236
17.23	-0.0750319
17.24	-0.083721
17.25	-0.0521589
17.26	-0.0811753
17.27	-0.0549905
